"iso2","year","demo","n"
"BR",2004,"m014",337
"BR",2005,"m014",317
"BR",2006,"m014",343
"BR",2007,"m014",371
"BR",2008,"m014",298
"BS",1995,"m014",3
"BS",1996,"m014",0
"BS",1997,"m014",0
"BS",1998,"m014",0
"BS",1999,"m014",1
"BS",2000,"m014",1
"BS",2002,"m014",2
"BS",2003,"m014",0
"BS",2004,"m014",3
"BS",2007,"m014",0
"BS",2008,"m014",0
"BT",1995,"m014",2
"BT",1996,"m014",4
"BT",1997,"m014",4
"BT",1998,"m014",3
"BT",1999,"m014",10
"BT",2000,"m014",6
"BT",2001,"m014",3
"BT",2002,"m014",5
"BT",2003,"m014",9
"BT",2004,"m014",1
"BT",2005,"m014",1
"BT",2006,"m014",0
"BT",2007,"m014",2
"BT",2008,"m014",3
"BW",1997,"m014",29
"BW",1999,"m014",18
"BW",2000,"m014",25
"BW",2001,"m014",15
"BW",2002,"m014",17
"BW",2003,"m014",22
"BW",2004,"m014",29
"BW",2005,"m014",27
"BW",2006,"m014",36
"BW",2007,"m014",25
"BW",2008,"m014",27
"BY",2001,"m014",2
"BY",2002,"m014",0
"BY",2003,"m014",0
"BZ",1995,"m014",1
"BZ",1996,"m014",1
"BZ",1997,"m014",2
"BZ",2000,"m014",2
"BZ",2001,"m014",0
"BZ",2002,"m014",4
"BZ",2003,"m014",1
"BZ",2004,"m014",0
"BZ",2005,"m014",0
"BZ",2006,"m014",3
"BZ",2007,"m014",1
"BZ",2008,"m014",1
"CA",1980,"m014",12
"CA",1981,"m014",8
"CA",1982,"m014",6
"CA",1983,"m014",9
"CA",1984,"m014",3
"CA",1985,"m014",11
"CA",1986,"m014",9
"CA",1987,"m014",9
"CA",1988,"m014",4
"CA",1989,"m014",10
"CA",1990,"m014",3
"CA",1991,"m014",7
"CA",1992,"m014",6
"CA",1993,"m014",8
"CA",1994,"m014",2
"CA",1995,"m014",1
"CA",1996,"m014",3
"CA",1997,"m014",0
"CA",1998,"m014",4
"CA",1999,"m014",0
"CA",2000,"m014",5
"CA",2001,"m014",6
"CA",2002,"m014",0
"CA",2003,"m014",1
"CA",2004,"m014",2
"CA",2005,"m014",3
"CA",2006,"m014",2
"CA",2007,"m014",5
"CA",2008,"m014",2
"CD",1995,"m014",373
"CD",1996,"m014",228
"CD",1997,"m014",259
"CD",1998,"m014",455
"CD",1999,"m014",474
"CD",2000,"m014",485
"CD",2001,"m014",581
"CD",2002,"m014",649
"CD",2003,"m014",854
"CD",2004,"m014",1195
"CD",2005,"m014",1321
"CD",2006,"m014",1122
"CD",2007,"m014",1343
"CD",2008,"m014",1515
"CF",1995,"m014",38
"CF",1996,"m014",46
"CF",1997,"m014",54
"CF",1998,"m014",28
"CF",1999,"m014",28
"CF",2001,"m014",15
"CF",2002,"m014",76
"CF",2004,"m014",12
"CF",2005,"m014",29
"CF",2006,"m014",48
"CF",2008,"m014",68
"CG",1995,"m014",16
"CG",1999,"m014",17
"CG",2001,"m014",31
"CG",2004,"m014",9
"CG",2006,"m014",32
"CG",2007,"m014",28
"CG",2008,"m014",31
"CH",1995,"m014",0
"CH",1996,"m014",1
"CH",1997,"m014",0
"CH",1998,"m014",0
"CH",1999,"m014",1
"CH",2000,"m014",0
"CH",2001,"m014",0
"CH",2002,"m014",0
"CH",2003,"m014",0
"CH",2004,"m014",0
"CH",2005,"m014",1
"CH",2006,"m014",1
"CH",2007,"m014",0
"CH",2008,"m014",0
"CI",1995,"m014",41
"CI",1996,"m014",118
"CI",1997,"m014",87
"CI",1998,"m014",72
"CI",1999,"m014",98
"CI",2001,"m014",108
"CI",2002,"m014",102
"CI",2003,"m014",116
"CI",2004,"m014",114
"CI",2005,"m014",128
"CI",2006,"m014",171
"CI",2007,"m014",173
"CI",2008,"m014",261
"CK",1980,"m014",0
"CK",1981,"m014",0
"CK",1982,"m014",0
"CK",1983,"m014",0
"CK",1984,"m014",0
"CK",1985,"m014",1
"CK",1986,"m014",0
"CK",1987,"m014",0
"CK",1989,"m014",0
"CK",1991,"m014",0
"CK",1992,"m014",0
"CK",1993,"m014",0
"CK",1994,"m014",0
"CK",1995,"m014",0
"CK",1996,"m014",0
"CK",1997,"m014",0
"CK",1998,"m014",0
"CK",2000,"m014",0
"CK",2001,"m014",0
"CK",2002,"m014",0
"CK",2003,"m014",0
"CK",2004,"m014",0
"CK",2005,"m014",0
"CK",2006,"m014",0
"CL",1995,"m014",24
"CL",1996,"m014",8
"CL",1997,"m014",11
"CL",1999,"m014",4
"CL",2000,"m014",6
"CL",2001,"m014",2
"CL",2002,"m014",6
"CL",2003,"m014",1
"CL",2004,"m014",3
"CL",2005,"m014",3
"CL",2006,"m014",12
"CL",2007,"m014",3
"CL",2008,"m014",7
"CM",1995,"m014",20
"CM",1996,"m014",34
"CM",1997,"m014",36
"CM",1998,"m014",15
"CM",1999,"m014",49
"CM",2000,"m014",41
"CM",2001,"m014",24
"CM",2002,"m014",66
"CM",2003,"m014",100
"CM",2004,"m014",127
"CM",2005,"m014",134
"CM",2006,"m014",112
"CM",2007,"m014",121
"CM",2008,"m014",108
"CN",1995,"m014",1102
"CN",1996,"m014",1409
"CN",1997,"m014",1456
"CN",1998,"m014",1481
"CN",1999,"m014",1247
"CN",2000,"m014",1131
"CN",2001,"m014",1213
"CN",2002,"m014",925
"CN",2003,"m014",1133
"CN",2004,"m014",1375
"CN",2005,"m014",1416
"CN",2006,"m014",1023
"CN",2007,"m014",878
"CN",2008,"m014",751
"CO",1999,"m014",270
"CO",2000,"m014",246
"CO",2001,"m014",223
"CO",2002,"m014",209
"CO",2003,"m014",237
"CO",2004,"m014",208
"CO",2005,"m014",178
"CO",2006,"m014",219
"CO",2007,"m014",144
"CO",2008,"m014",136
"CR",1995,"m014",1
"CR",1996,"m014",0
"CR",1997,"m014",37
"CR",1998,"m014",30
"CR",1999,"m014",4
"CR",2000,"m014",14
"CR",2001,"m014",2
"CR",2002,"m014",3
"CR",2003,"m014",3
"CR",2004,"m014",1
"CR",2005,"m014",1
"CR",2006,"m014",1
"CR",2007,"m014",4
"CR",2008,"m014",3
"CU",1995,"m014",2
"CU",1996,"m014",0
"CU",1997,"m014",0
"CU",1998,"m014",0
"CU",1999,"m014",1
"CU",2000,"m014",0
"CU",2001,"m014",0
"CU",2002,"m014",0
"CU",2003,"m014",2
"CU",2004,"m014",0
"CU",2005,"m014",2
"CU",2008,"m014",2
"CV",1997,"m014",0
"CV",1998,"m014",2
"CV",2001,"m014",0
"CV",2002,"m014",3
"CV",2003,"m014",3
"CV",2004,"m014",1
"CV",2005,"m014",0
"CV",2006,"m014",2
"CV",2007,"m014",0
"CV",2008,"m014",0
"CY",1995,"m014",0
"CY",1996,"m014",0
"CY",1998,"m014",0
"CY",1999,"m014",5
"CY",2002,"m014",0
"CY",2003,"m014",0
"CY",2004,"m014",0
"CY",2005,"m014",0
"CY",2006,"m014",0
"CY",2007,"m014",0
"CY",2008,"m014",0
"CZ",1995,"m014",2
"CZ",1996,"m014",1
"CZ",1997,"m014",0
"CZ",1998,"m014",0
"CZ",1999,"m014",2
"CZ",2000,"m014",0
"CZ",2001,"m014",0
"CZ",2002,"m014",0
"CZ",2003,"m014",0
"CZ",2004,"m014",0
"CZ",2005,"m014",0
"CZ",2006,"m014",0
"CZ",2007,"m014",0
"CZ",2008,"m014",0
"DE",1995,"m014",14
"DE",1996,"m014",20
"DE",1997,"m014",11
"DE",1998,"m014",9
"DE",1999,"m014",13
"DE",2001,"m014",3
"DE",2002,"m014",3
"DE",2003,"m014",2
"DE",2004,"m014",5
"DE",2005,"m014",6
"DE",2006,"m014",2
"DE",2007,"m014",2
"DE",2008,"m014",2
"DJ",1996,"m014",30
"DJ",1997,"m014",52
"DJ",1998,"m014",23
"DJ",1999,"m014",25
"DJ",2000,"m014",17
"DJ",2001,"m014",17
"DJ",2002,"m014",20
"DJ",2003,"m014",10
"DJ",2004,"m014",19
"DJ",2005,"m014",18
"DJ",2006,"m014",14
"DJ",2007,"m014",14
"DJ",2008,"m014",17
"DK",1995,"m014",0
"DK",1996,"m014",0
"DK",1997,"m014",1
"DK",1998,"m014",0
"DK",1999,"m014",4
"DK",2000,"m014",5
"DK",2001,"m014",1
"DK",2002,"m014",2
"DK",2003,"m014",3
"DK",2004,"m014",1
"DK",2005,"m014",0
"DK",2006,"m014",0
"DK",2007,"m014",0
"DK",2008,"m014",0
"DM",1996,"m014",0
"DM",1997,"m014",0
"DM",1998,"m014",0
"DM",2006,"m014",0
"DM",2007,"m014",0
"DM",2008,"m014",0
"DO",1996,"m014",17
"DO",1997,"m014",76
"DO",1998,"m014",62
"DO",1999,"m014",90
"DO",2000,"m014",73
"DO",2002,"m014",39
"DO",2003,"m014",52
"DO",2004,"m014",45
"DO",2005,"m014",43
"DO",2006,"m014",25
"DO",2007,"m014",23
"DO",2008,"m014",16
"DZ",1997,"m014",659
"DZ",1999,"m014",40
"DZ",2000,"m014",59
"DZ",2001,"m014",41
"DZ",2002,"m014",39
"DZ",2003,"m014",40
"DZ",2004,"m014",63
"DZ",2005,"m014",53
"DZ",2006,"m014",41
"DZ",2007,"m014",95
"DZ",2008,"m014",99
"EC",1998,"m014",169
"EC",2001,"m014",39
"EC",2003,"m014",18
"EC",2004,"m014",84
"EC",2005,"m014",48
"EC",2006,"m014",32
"EC",2007,"m014",42
"EC",2008,"m014",32
"EE",1996,"m014",1
"EE",1997,"m014",0
"EE",1998,"m014",0
"EE",1999,"m014",0
"EE",2000,"m014",0
"EE",2001,"m014",0
"EE",2002,"m014",0
"EE",2003,"m014",0
"EE",2004,"m014",0
"EE",2005,"m014",0
"EE",2006,"m014",0
"EE",2007,"m014",0
"EE",2008,"m014",0
"EG",1995,"m014",223
"EG",1996,"m014",58
"EG",1997,"m014",50
"EG",1998,"m014",45
"EG",1999,"m014",31
"EG",2000,"m014",21
"EG",2001,"m014",34
"EG",2002,"m014",39
"EG",2003,"m014",42
"EG",2004,"m014",14
"EG",2005,"m014",25
"EG",2006,"m014",54
"EG",2007,"m014",35
"EG",2008,"m014",13
"ER",1997,"m014",0
"ER",1998,"m014",4
"ER",1999,"m014",3
"ER",2000,"m014",9
"ER",2001,"m014",5
"ER",2002,"m014",16
"ER",2003,"m014",17
"ER",2004,"m014",14
"ER",2005,"m014",9
"ER",2006,"m014",6
"ER",2007,"m014",21
"ES",1995,"m014",22
"ES",1998,"m014",25
"ES",2001,"m014",13
"ES",2002,"m014",22
"ES",2003,"m014",7
"ES",2004,"m014",14
"ES",2005,"m014",13
"ES",2006,"m014",18
"ES",2007,"m014",10
"ES",2008,"m014",18
"ET",1995,"m014",247
"ET",1996,"m014",302
"ET",1997,"m014",579
"ET",1998,"m014",715
"ET",1999,"m014",692
"ET",2000,"m014",915
"ET",2001,"m014",913
"ET",2002,"m014",1251
"ET",2003,"m014",1110
"ET",2004,"m014",1160
"ET",2005,"m014",1109
"ET",2006,"m014",978
"ET",2007,"m014",1055
"ET",2008,"m014",978
"FI",1995,"m014",1
"FI",1996,"m014",0
"FI",1997,"m014",0
"FI",1998,"m014",0
"FI",1999,"m014",0
"FI",2000,"m014",0
"FI",2001,"m014",0
"FI",2002,"m014",0
"FI",2003,"m014",0
"FI",2004,"m014",0
"FI",2005,"m014",1
"FI",2006,"m014",0
"FI",2007,"m014",0
"FI",2008,"m014",0
"FJ",1994,"m014",2
"FJ",1995,"m014",0
"FJ",1996,"m014",1
"FJ",1997,"m014",1
"FJ",1998,"m014",0
"FJ",1999,"m014",1
"FJ",2000,"m014",0
"FJ",2001,"m014",0
"FJ",2002,"m014",1
"FJ",2003,"m014",2
"FJ",2004,"m014",0
"FJ",2005,"m014",7
"FJ",2006,"m014",0
"FJ",2007,"m014",1
"FM",1995,"m014",0
"FM",1996,"m014",0
"FM",1997,"m014",0
"FM",1998,"m014",4
"FM",2000,"m014",0
"FM",2001,"m014",0
"FM",2002,"m014",2
"FM",2003,"m014",0
"FM",2004,"m014",0
"FM",2006,"m014",14
"FM",2007,"m014",1
"FM",2008,"m014",1
"FR",1995,"m014",30
"FR",1996,"m014",36
"FR",1997,"m014",24
"FR",1999,"m014",13
"FR",2000,"m014",10
"FR",2001,"m014",10
"FR",2002,"m014",24
"FR",2003,"m014",18
"FR",2004,"m014",13
"FR",2005,"m014",12
"FR",2006,"m014",17
"FR",2007,"m014",17
"FR",2008,"m014",10
"GA",1995,"m014",3
"GA",1996,"m014",0
"GA",1998,"m014",14
"GA",1999,"m014",14
"GA",2001,"m014",21
"GA",2002,"m014",10
"GA",2003,"m014",14
"GA",2004,"m014",17
"GA",2005,"m014",13
"GA",2006,"m014",20
"GA",2008,"m014",14
"GB",1997,"m014",2
"GB",1998,"m014",11
"GB",1999,"m014",8
"GB",2000,"m014",8
"GB",2001,"m014",10
"GB",2002,"m014",6
"GB",2003,"m014",13
"GB",2004,"m014",10
"GB",2005,"m014",9
"GB",2006,"m014",9
"GB",2007,"m014",13
"GB",2008,"m014",5
"GD",1997,"m014",0
"GD",1998,"m014",0
"GD",1999,"m014",0
"GD",2006,"m014",0
"GE",1995,"m014",2
"GE",1996,"m014",4
"GE",1997,"m014",0
"GE",1998,"m014",4
"GE",1999,"m014",5
"GE",2000,"m014",4
"GE",2001,"m014",4
"GE",2002,"m014",1
"GE",2003,"m014",1
"GE",2004,"m014",3
"GE",2005,"m014",0
"GE",2006,"m014",3
"GE",2007,"m014",7
"GE",2008,"m014",161
"GH",1995,"m014",42
"GH",1996,"m014",30
"GH",1997,"m014",77
"GH",1998,"m014",83
"GH",1999,"m014",64
"GH",2000,"m014",73
"GH",2001,"m014",84
"GH",2002,"m014",80
"GH",2003,"m014",79
"GH",2004,"m014",54
"GH",2005,"m014",49
"GH",2006,"m014",33
"GH",2007,"m014",66
"GM",1995,"m014",3
"GM",1996,"m014",29
"GM",1997,"m014",2
"GM",1998,"m014",6
"GM",1999,"m014",6
"GM",2002,"m014",2
"GM",2003,"m014",3
"GM",2004,"m014",5
"GM",2005,"m014",13
"GM",2006,"m014",13
"GM",2008,"m014",7
"GN",1995,"m014",18
"GN",1996,"m014",29
"GN",1997,"m014",25
"GN",1998,"m014",22
"GN",1999,"m014",30
"GN",2000,"m014",39
"GN",2001,"m014",24
"GN",2002,"m014",24
"GN",2003,"m014",34
"GN",2004,"m014",38
"GN",2005,"m014",51
"GN",2006,"m014",31
"GN",2007,"m014",46
"GN",2008,"m014",56
"GQ",1995,"m014",8
"GQ",1997,"m014",5
"GQ",1998,"m014",6
"GQ",2004,"m014",5
"GQ",2008,"m014",8
"GR",1997,"m014",0
"GR",1998,"m014",15
"GR",1999,"m014",3
"GR",2000,"m014",1
"GR",2001,"m014",0
"GR",2002,"m014",0
"GR",2003,"m014",2
"GR",2004,"m014",1
"GR",2005,"m014",1
"GR",2006,"m014",0
"GR",2007,"m014",1
"GR",2008,"m014",0
"GT",1995,"m014",51
"GT",1996,"m014",75
"GT",1997,"m014",45
"GT",1998,"m014",60
"GT",1999,"m014",34
"GT",2000,"m014",36
"GT",2001,"m014",27
"GT",2002,"m014",27
"GT",2003,"m014",29
"GT",2004,"m014",43
"GT",2005,"m014",39
"GT",2007,"m014",74
"GT",2008,"m014",19
"GU",2000,"m014",2
"GU",2001,"m014",0
"GU",2002,"m014",3
"GU",2003,"m014",0
"GU",2004,"m014",0
"GU",2005,"m014",0
"GU",2006,"m014",0
"GU",2007,"m014",0
"GU",2008,"m014",0
"GW",1996,"m014",9
"GW",2000,"m014",2
"GW",2002,"m014",7
"GW",2003,"m014",9
"GW",2004,"m014",16
"GW",2005,"m014",14
"GW",2006,"m014",8
"GW",2008,"m014",8
"GY",1995,"m014",7
"GY",1996,"m014",4
"GY",1997,"m014",1
"GY",1998,"m014",9
"GY",2000,"m014",4
"GY",2001,"m014",1
"GY",2002,"m014",20
"GY",2003,"m014",10
"GY",2004,"m014",9
"GY",2005,"m014",12
"GY",2006,"m014",6
"GY",2007,"m014",2
"GY",2008,"m014",7
"HK",1997,"m014",5
"HK",1999,"m014",3
"HK",2000,"m014",4
"HK",2001,"m014",6
"HK",2002,"m014",2
"HK",2003,"m014",8
"HK",2004,"m014",3
"HK",2005,"m014",3
"HK",2006,"m014",3
"HK",2007,"m014",5
"HK",2008,"m014",0
"HN",1995,"m014",42
"HN",1996,"m014",51
"HN",1997,"m014",26
"HN",1998,"m014",147
"HN",1999,"m014",150
"HN",2000,"m014",30
"HN",2001,"m014",12
"HN",2002,"m014",76
"HN",2003,"m014",52
"HN",2004,"m014",54
"HN",2005,"m014",13
"HN",2006,"m014",21
"HN",2007,"m014",21
"HN",2008,"m014",11
"HR",1995,"m014",6
"HR",1997,"m014",12
"HR",1998,"m014",14
"HR",1999,"m014",1
"HR",2001,"m014",0
"HR",2002,"m014",1
"HR",2003,"m014",0
"HR",2004,"m014",1
"HR",2005,"m014",1
"HR",2006,"m014",0
"HR",2008,"m014",0
"HT",1996,"m014",148
"HT",1997,"m014",156
"HT",1998,"m014",188
"HT",1999,"m014",286
"HT",2000,"m014",67
"HT",2001,"m014",72
"HT",2002,"m014",79
"HT",2003,"m014",89
"HT",2004,"m014",94
"HT",2005,"m014",69
"HT",2006,"m014",93
"HT",2007,"m014",104
"HT",2008,"m014",90
"HU",1996,"m014",3
"HU",1997,"m014",0
"HU",1998,"m014",0
"HU",1999,"m014",2
"HU",2000,"m014",0
"HU",2001,"m014",1
"HU",2002,"m014",1
"HU",2003,"m014",0
"HU",2004,"m014",2
"HU",2005,"m014",0
"HU",2006,"m014",2
"HU",2007,"m014",0
"HU",2008,"m014",0
"ID",1995,"m014",6
"ID",1996,"m014",28
"ID",1997,"m014",46
"ID",1998,"m014",78
"ID",1999,"m014",106
"ID",2001,"m014",298
"ID",2002,"m014",569
"ID",2003,"m014",532
"ID",2004,"m014",697
"ID",2005,"m014",846
"ID",2006,"m014",899
"ID",2007,"m014",849
"ID",2008,"m014",871
"IE",1998,"m014",1
"IE",1999,"m014",0
"IE",2000,"m014",0
"IE",2001,"m014",0
"IE",2002,"m014",0
"IE",2003,"m014",0
"IE",2004,"m014",1
"IE",2005,"m014",1
"IE",2006,"m014",0
"IE",2007,"m014",0
"IE",2008,"m014",2
"IL",1996,"m014",1
"IL",1997,"m014",5
"IL",1998,"m014",1
"IL",1999,"m014",2
"IL",2000,"m014",0
"IL",2001,"m014",1
"IL",2002,"m014",2
"IL",2003,"m014",2
"IL",2004,"m014",2
"IL",2005,"m014",0
"IL",2006,"m014",0
"IL",2007,"m014",1
"IL",2008,"m014",0
"IN",1995,"m014",16
"IN",1996,"m014",47
"IN",1997,"m014",50
"IN",1998,"m014",84
"IN",1999,"m014",327
"IN",2000,"m014",1588
"IN",2001,"m014",1063
"IN",2002,"m014",2551
"IN",2003,"m014",2411
"IN",2004,"m014",3018
"IN",2005,"m014",3185
"IN",2006,"m014",3566
"IN",2007,"m014",4305
"IN",2008,"m014",4648
"IQ",1995,"m014",1125
"IQ",1997,"m014",416
"IQ",1998,"m014",453
"IQ",1999,"m014",519
"IQ",2000,"m014",21
"IQ",2001,"m014",10
"IQ",2002,"m014",47
"IQ",2003,"m014",30
"IQ",2004,"m014",28
"IQ",2005,"m014",13
"IQ",2006,"m014",14
"IQ",2007,"m014",20
"IQ",2008,"m014",18
"IR",1995,"m014",118
"IR",1996,"m014",63
"IR",1997,"m014",54
"IR",1998,"m014",35
"IR",1999,"m014",27
"IR",2000,"m014",29
"IR",2001,"m014",37
"IR",2002,"m014",29
"IR",2003,"m014",32
"IR",2004,"m014",16
"IR",2005,"m014",16
"IR",2006,"m014",12
"IR",2007,"m014",10
"IR",2008,"m014",11
"IS",1995,"m014",0
"IS",1997,"m014",0
"IS",1998,"m014",0
"IS",1999,"m014",0
"IS",2001,"m014",0
"IS",2002,"m014",0
"IS",2003,"m014",0
"IS",2004,"m014",0
"IS",2005,"m014",0
"IS",2006,"m014",0
"IS",2007,"m014",0
"IS",2008,"m014",0
"IT",1995,"m014",9
"IT",1996,"m014",12
"IT",1997,"m014",14
"IT",1998,"m014",15
"IT",1999,"m014",7
"IT",2000,"m014",12
"IT",2001,"m014",4
"IT",2002,"m014",6
"IT",2003,"m014",19
"IT",2004,"m014",34
"IT",2005,"m014",8
"IT",2006,"m014",7
"IT",2007,"m014",3
"IT",2008,"m014",13
"JM",1995,"m014",2
"JM",1996,"m014",1
"JM",1997,"m014",1
"JM",1998,"m014",0
"JM",1999,"m014",2
"JM",2000,"m014",0
"JM",2001,"m014",3
"JM",2002,"m014",0
"JM",2003,"m014",1
"JM",2004,"m014",0
"JM",2005,"m014",0
"JM",2006,"m014",0
"JM",2008,"m014",3
"JO",1995,"m014",0
"JO",1996,"m014",2
"JO",1997,"m014",5
"JO",1998,"m014",0
"JO",1999,"m014",0
"JO",2000,"m014",0
"JO",2001,"m014",2
"JO",2002,"m014",0
"JO",2003,"m014",0
"JO",2004,"m014",0
"JO",2005,"m014",0
"JO",2006,"m014",0
"JO",2007,"m014",0
"JO",2008,"m014",0
"JP",1995,"m014",15
"JP",1996,"m014",16
"JP",1997,"m014",8
"JP",1998,"m014",2
"JP",1999,"m014",6
"JP",2000,"m014",2
"JP",2001,"m014",3
"JP",2002,"m014",2
"JP",2003,"m014",1
"JP",2004,"m014",2
"JP",2005,"m014",9
"JP",2006,"m014",3
"JP",2007,"m014",1
"JP",2008,"m014",2
"KE",1995,"m014",154
"KE",1996,"m014",151
"KE",1997,"m014",53
"KE",1998,"m014",210
"KE",1999,"m014",237
"KE",2000,"m014",264
"KE",2001,"m014",299
"KE",2002,"m014",299
"KE",2003,"m014",341
"KE",2004,"m014",391
"KE",2005,"m014",359
"KE",2006,"m014",387
"KE",2007,"m014",474
"KE",2008,"m014",451
"KG",1995,"m014",3
"KG",1996,"m014",4
"KG",1997,"m014",1
"KG",1998,"m014",4
"KG",1999,"m014",5
"KG",2000,"m014",4
"KG",2001,"m014",0
"KG",2002,"m014",0
"KG",2003,"m014",0
"KG",2004,"m014",3
"KG",2005,"m014",1
"KG",2006,"m014",3
"KG",2007,"m014",3
"KG",2008,"m014",1
"KH",1995,"m014",161
"KH",1996,"m014",148
"KH",1998,"m014",36
"KH",1999,"m014",41
"KH",2000,"m014",26
"KH",2001,"m014",29
"KH",2002,"m014",54
"KH",2003,"m014",37
"KH",2004,"m014",36
"KH",2005,"m014",49
"KH",2006,"m014",50
"KH",2007,"m014",50
"KH",2008,"m014",49
"KI",1996,"m014",0
"KI",1997,"m014",1
"KI",1998,"m014",1
"KI",1999,"m014",2
"KI",2000,"m014",2
"KI",2001,"m014",4
"KI",2002,"m014",5
"KI",2003,"m014",5
"KI",2004,"m014",8
"KI",2005,"m014",3
"KI",2006,"m014",3
"KI",2007,"m014",2
"KI",2008,"m014",2
"KM",1995,"m014",0
"KM",1996,"m014",1
"KM",1998,"m014",0
"KM",2000,"m014",0
"KM",2001,"m014",0
"KM",2002,"m014",0
"KM",2003,"m014",1
"KM",2005,"m014",0
"KM",2006,"m014",0
"KM",2008,"m014",2
"KN",1996,"m014",0
"KN",1998,"m014",0
"KN",2008,"m014",0
"KP",1997,"m014",5
"KP",1998,"m014",0
"KP",1999,"m014",14
"KP",2000,"m014",293
"KP",2001,"m014",207
"KP",2002,"m014",199
"KP",2003,"m014",86
"KP",2004,"m014",175
"KP",2005,"m014",167
"KP",2006,"m014",157
"KP",2007,"m014",353
"KP",2008,"m014",441
"KR",1995,"m014",27
"KR",1996,"m014",31
"KR",1997,"m014",24
"KR",1998,"m014",19
"KR",1999,"m014",27
"KR",2000,"m014",19
"KR",2001,"m014",23
"KR",2002,"m014",20
"KR",2003,"m014",22
"KR",2004,"m014",18
"KR",2005,"m014",22
"KR",2006,"m014",19
"KR",2007,"m014",16
"KR",2008,"m014",21
"KW",1995,"m014",0
"KW",1996,"m014",0
"KW",1997,"m014",1
"KW",1998,"m014",0
"KW",1999,"m014",0
"KW",2000,"m014",0
"KW",2001,"m014",0
"KW",2002,"m014",0
"KW",2003,"m014",1
"KW",2004,"m014",0
"KW",2005,"m014",0
"KW",2006,"m014",1
"KW",2007,"m014",1
"KW",2008,"m014",0
"KY",1998,"m014",0
"KY",1999,"m014",0
"KY",2000,"m014",0
"KY",2001,"m014",0
"KY",2003,"m014",0
"KY",2004,"m014",0
"KY",2006,"m014",0
"KY",2007,"m014",0
"KZ",1997,"m014",22
"KZ",1998,"m014",34
"KZ",1999,"m014",34
"KZ",2000,"m014",36
"KZ",2001,"m014",38
"KZ",2002,"m014",33
"KZ",2004,"m014",24
"KZ",2005,"m014",31
"KZ",2006,"m014",11
"KZ",2007,"m014",14
"KZ",2008,"m014",14
"LA",1995,"m014",6
"LA",1996,"m014",1
"LA",1997,"m014",2
"LA",1998,"m014",4
"LA",1999,"m014",5
"LA",2000,"m014",7
"LA",2001,"m014",10
"LA",2002,"m014",4
"LA",2003,"m014",6
"LA",2004,"m014",14
"LA",2005,"m014",13
"LA",2006,"m014",12
"LA",2007,"m014",11
"LA",2008,"m014",6
"LB",1995,"m014",3
"LB",1996,"m014",4
"LB",1997,"m014",1
"LB",1998,"m014",1
"LB",1999,"m014",3
"LB",2000,"m014",5
"LB",2001,"m014",0
"LB",2002,"m014",1
"LB",2003,"m014",0
"LB",2004,"m014",1
"LB",2005,"m014",0
"LB",2006,"m014",0
"LB",2007,"m014",0
"LB",2008,"m014",1
"LC",1997,"m014",0
"LC",1998,"m014",0
"LC",2000,"m014",0
"LC",2001,"m014",0
"LC",2003,"m014",0
"LC",2004,"m014",0
"LC",2005,"m014",0
"LC",2008,"m014",0
"LK",1995,"m014",10
"LK",1996,"m014",10
"LK",1997,"m014",11
"LK",1998,"m014",7
"LK",1999,"m014",8
"LK",2000,"m014",25
"LK",2001,"m014",6
"LK",2002,"m014",11
"LK",2003,"m014",12
"LK",2004,"m014",6
"LK",2005,"m014",9
"LK",2006,"m014",8
"LK",2007,"m014",10
"LK",2008,"m014",11
"LR",1996,"m014",38
"LR",1998,"m014",18
"LR",2000,"m014",12
"LR",2001,"m014",16
"LR",2002,"m014",20
"LR",2003,"m014",5
"LR",2004,"m014",32
"LR",2005,"m014",26
"LR",2006,"m014",59
"LR",2008,"m014",107
"LS",1995,"m014",9
"LS",1996,"m014",12
"LS",1997,"m014",11
"LS",1998,"m014",6
"LS",2000,"m014",8
"LS",2002,"m014",10
"LS",2003,"m014",10
"LS",2004,"m014",29
"LS",2005,"m014",32
"LS",2006,"m014",33
"LS",2007,"m014",6
"LS",2008,"m014",21
"LT",1995,"m014",4
"LT",1996,"m014",2
"LT",1997,"m014",2
"LT",1998,"m014",0
"LT",1999,"m014",0
"LT",2000,"m014",1
"LT",2001,"m014",0
"LT",2002,"m014",1
"LT",2003,"m014",1
"LT",2004,"m014",0
"LT",2005,"m014",0
"LT",2006,"m014",0
"LT",2007,"m014",0
"LT",2008,"m014",0
"LU",1996,"m014",0
"LU",1997,"m014",1
"LU",1998,"m014",0
"LU",2001,"m014",0
"LU",2002,"m014",0
"LU",2003,"m014",0
"LU",2004,"m014",0
"LU",2005,"m014",0
"LU",2006,"m014",0
"LU",2007,"m014",0
"LU",2008,"m014",0
"LV",1995,"m014",0
"LV",1996,"m014",0
"LV",1997,"m014",0
"LV",1998,"m014",0
"LV",1999,"m014",1
"LV",2000,"m014",0
"LV",2001,"m014",0
"LV",2002,"m014",0
"LV",2003,"m014",0
"LV",2004,"m014",0
"LV",2005,"m014",1
"LV",2006,"m014",2
"LV",2008,"m014",0
"LY",1995,"m014",2
"LY",1996,"m014",4
"LY",1999,"m014",2
"LY",2000,"m014",5
"LY",2003,"m014",0
"LY",2004,"m014",5
"LY",2005,"m014",2
"LY",2006,"m014",1
"LY",2007,"m014",2
"LY",2008,"m014",2
"MA",1995,"m014",142
"MA",1996,"m014",118
